date,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
2016-03-13,gun,24.0,Black,Chester,Pennsylvania,False,attack,Not fleeing,False,-75.368,39.845
2016-03-13,deadly blunt objects,38.0,White,Vancouver,Washington,True,attack,Not fleeing,False,-122.574,45.682
2016-03-13,gun,28.0,Black,Landover,Maryland,False,other,Not fleeing,False,-76.875,38.918
2016-03-14,gun,29.0,Black,Chicago,Illinois,False,attack,Foot,False,-87.718,41.871
2016-03-15,gun,34.0,White,Russellville,Kentucky,False,other,Foot,False,-86.891,36.852
2016-03-15,knife,38.0,White,Evansville,Indiana,False,other,Car,True,-87.51,37.993
2016-03-15,gun,43.0,White,Fort Worth,Texas,False,other,Other,True,-97.388,32.73
2016-03-16,unarmed,23.0,Hispanic,Florence,California,True,other,Not fleeing,False,-118.241,33.981
2016-03-16,gun,33.0,Hispanic,San Antonio,Texas,True,attack,Not fleeing,False,-98.484,29.363
2016-03-16,gun,40.0,White,Anson County,North Carolina,True,attack,Not fleeing,False,-80.188,34.905
2016-03-17,gun,38.0,American Native,Burnsville,Minnesota,True,other,Not fleeing,True,-93.318,44.776
2016-03-17,gun,53.0,American Native,Tampa,Florida,False,attack,Not fleeing,False,-82.499,27.889
2016-03-17,gun,29.0,Black,Houston,Texas,False,attack,NG,False,-95.424,29.99
2016-03-17,gun,30.0,Black,Houston,Texas,False,attack,Not fleeing,False,-95.424,29.99
2016-03-18,gun,49.0,NG,Byron,California,True,attack,Not fleeing,False,-121.66,37.882
2016-03-18,gun,60.0,White,Idaho Falls,Idaho,False,other,Not fleeing,False,-112.155,43.503
2016-03-19,toy gun,25.0,Black,Norfolk,Virginia,False,attack,Not fleeing,False,-76.191,36.927
2016-03-19,NG,24.0,White,Covington,Louisiana,False,undetermined,Car,False,-90.06,30.426
2016-03-19,gun,21.0,Black,Chicago,Illinois,False,attack,Foot,False,-87.793,41.992
2016-03-19,gun,23.0,White,White Plains,Kentucky,False,attack,Other,False,-87.408,37.145
2016-03-20,knife,61.0,White,Hopewell,Virginia,True,other,Not fleeing,True,-77.289,37.291
2016-03-20,gun,54.0,White,Fort Littleton,Pennsylvania,False,attack,Other,False,-77.968,40.071
2016-03-20,gun,62.0,Hispanic,Fort Wayne,Indiana,False,attack,Foot,False,-85.133,41.05
2016-03-20,toy gun,16.0,Black,Gainesville,Florida,True,other,Not fleeing,False,-82.405,29.641
2016-03-21,toy gun,25.0,White,Stamford,Connecticut,True,attack,Not fleeing,False,-73.528,41.114
2016-03-21,gun,28.0,White,South Greensburg,Pennsylvania,True,attack,Car,False,-79.547,40.279
2016-03-21,knife,76.0,White,Burlington,Vermont,True,other,Not fleeing,True,-73.216,44.477
2016-03-22,sharp object,25.0,Hispanic,Miami,Florida,True,other,Not fleeing,False,-80.422,25.597
2016-03-22,NG,33.0,White,Fredericksburg,Virginia,False,attack,Other,True,-77.481,38.281
2016-03-23,gun,51.0,White,Thornton,Colorado,False,attack,Not fleeing,False,-104.984,39.789
2016-03-23,gun,34.0,Hispanic,Fresno,California,False,attack,Foot,True,-119.791,36.77
2016-03-23,gun,30.0,Black,Raleigh,Tennessee,True,attack,Not fleeing,False,-89.95,35.228
2016-03-24,knife,44.0,White,Braintree,Massachusetts,False,other,Foot,False,-71.033,42.272
2016-03-24,toy gun,24.0,Black,Pawtucket,Rhode Island,False,attack,Foot,False,-71.369,41.891
2016-03-24,gun,29.0,White,Redlands,California,False,attack,Not fleeing,False,-117.174,34.06
2016-03-24,gun,48.0,Hispanic,Pueblo,Colorado,False,other,Not fleeing,True,-104.564,38.275
2016-03-24,gun,19.0,Hispanic,Pueblo of Laguna,New Mexico,False,attack,Not fleeing,True,-106.617,35.086
2016-03-24,gun,22.0,Black,Blue Springs,Missouri,False,attack,Not fleeing,False,-94.272,39.037
2016-03-26,sharp object,39.0,Hispanic,Lowell,Massachusetts,True,other,Not fleeing,False,-71.317,42.632
2016-03-26,gun,36.0,White,Grundy,Virginia,True,other,Not fleeing,False,-82.099,37.278
2016-03-26,gun,55.0,White,Myrtle Beach,South Carolina,False,attack,Not fleeing,True,-78.882,33.711
2016-03-26,gun,46.0,White,Tampa,Florida,True,attack,Not fleeing,False,-82.426,28.054
2016-03-27,knife,34.0,White,Lee's Summit,Missouri,True,other,Not fleeing,False,-94.385,38.989
2016-03-27,sharp object,27.0,Not Hispanic,Winslow,Arizona,True,other,Not fleeing,True,-110.697,35.024
2016-03-27,gun,33.0,White,Roswell,New Mexico,True,attack,Not fleeing,True,-104.554,33.385
2016-03-27,gun,18.0,Black,Kinston,North Carolina,False,other,Not fleeing,False,-77.634,35.331
2016-03-27,gun,33.0,White,Splendora,Texas,True,attack,Not fleeing,False,-95.161,30.233
2016-03-29,gun,51.0,White,Piedmont,South Carolina,True,attack,Not fleeing,False,-82.414,34.783
2016-03-29,gun,50.0,White,Aitkin,Minnesota,True,attack,Not fleeing,False,-93.71,46.533
2016-03-29,miscellaneous non-lethal objects,46.0,White,Clearlake Park,California,False,attack,Not fleeing,True,-122.655,38.976
2016-03-30,gun,33.0,White,Los Angeles,California,False,attack,Foot,False,-118.139,34.015
2016-03-30,gun,25.0,Hispanic,Glendale,Arizona,False,undetermined,Not fleeing,False,-112.225,33.523
2016-03-30,gun,52.0,White,Jackson,Georgia,False,attack,Not fleeing,False,-83.963,33.282
2016-03-31,gun,18.0,Black,Baltimore,Maryland,False,attack,Not fleeing,False,-76.61,39.309
2016-03-31,gun,43.0,Black,Baltimore,Maryland,False,attack,Not fleeing,False,-76.61,39.309
2016-03-31,gun,34.0,Black,Richmond,Virginia,False,attack,Not fleeing,False,-77.411,37.534
2016-03-31,gun,31.0,Black,Las Vegas,Nevada,False,attack,Foot,True,-115.296,36.328
2016-04-01,deadly blunt objects,65.0,Hispanic,Lockhart,Texas,True,other,Not fleeing,False,-97.669,29.873
2016-04-01,gun,37.0,Hispanic,Odessa,Texas,False,attack,Not fleeing,False,-102.328,31.865
2016-04-02,gun,30.0,Black,Indianapolis,Indiana,False,attack,Not fleeing,False,-86.235,39.824
2016-04-03,unknown weapon,36.0,White,Macon County,Alabama,True,other,Not fleeing,True,-85.685,32.373
2016-04-03,gun,25.0,White,Austin,Texas,False,attack,Foot,False,-97.751,30.27
2016-04-03,Taser,69.0,White,Eau Claire,Wisconsin,False,attack,Not fleeing,False,-91.546,44.824
2016-04-03,unarmed,48.0,White,Raceland,Louisiana,False,undetermined,NG,False,-90.62,29.736
2016-04-04,knife,50.0,Hispanic,Minneapolis,Minnesota,True,attack,Not fleeing,False,-93.244,44.962
2016-04-05,knife,52.0,White,West Springfield,Massachusetts,True,other,Not fleeing,False,-72.627,42.133
2016-04-05,unarmed,44.0,Black,Indianapolis,Indiana,False,attack,Not fleeing,True,-86.117,39.797
2016-04-06,sharp object,60.0,White,Oak Hill,Ohio,False,other,Not fleeing,False,-82.67,38.877
2016-04-06,sharp object,40.0,Black,Gallatin,Tennessee,False,attack,Not fleeing,True,-86.436,36.37
2016-04-06,knife,20.0,Hispanic,Sylmar,California,True,attack,Not fleeing,False,-118.453,34.308
2016-04-07,knife,45.0,Hispanic,San Francisco,California,False,other,Not fleeing,False,-122.416,37.762
2016-04-07,NG,44.0,White,Omaha,Nebraska,False,attack,Not fleeing,False,-95.96,41.212
2016-04-08,knife,40.0,Black,Sacramento,California,True,other,Foot,False,-121.44,38.482
2016-04-08,sharp object,25.0,White,Lake Hallie,Wisconsin,True,other,Not fleeing,False,-91.441,44.876
2016-04-08,knife,43.0,Black,Kentwood,Michigan,False,other,Not fleeing,True,-85.607,42.897
2016-04-09,gun,27.0,Black,New Brunswick,New Jersey,False,attack,Foot,False,-74.468,40.487
2016-04-09,gun,19.0,Black,Philadelphia,Pennsylvania,False,attack,Foot,False,-75.143,40.04
2016-04-10,gun,39.0,White,Modesto,California,False,other,Car,False,-120.962,37.649
2016-04-10,knife,30.0,White,Rotterdam,New York,True,attack,Not fleeing,False,-73.936,42.776
2016-04-10,knife,28.0,Hispanic,Los Angeles,California,False,attack,Not fleeing,False,-118.226,34.049
2016-04-11,gun,22.0,Hispanic,Las Vegas,Nevada,False,attack,Not fleeing,False,-115.154,36.148
2016-04-11,gun,16.0,Black,Chicago,Illinois,False,attack,Foot,False,-87.711,41.867
2016-04-12,unarmed,40.0,White,Denver,Colorado,False,other,Car,False,-104.99,39.737
2016-04-12,gun,38.0,Hispanic,Benton,Illinois,False,attack,Car,False,-88.935,37.957
2016-04-12,NG,20.0,White,Noma,Florida,False,other,Car,True,-85.808,30.874
2016-04-13,NG,35.0,Black,Stockton,California,False,attack,Not fleeing,False,-121.295,38.024
2016-04-13,gun,52.0,White,Llano,Texas,False,attack,Not fleeing,False,-98.639,30.718
2016-04-13,gun,26.0,White,Sparta,Tennessee,False,attack,Car,False,-85.493,36.035
2016-04-14,unarmed,54.0,White,McPherson,Kansas,True,attack,Not fleeing,False,-97.574,38.377
2016-04-15,deadly blunt objects,38.0,Hispanic,Lake Elsinore,California,False,other,Not fleeing,False,-117.333,33.669
2016-04-15,gun,52.0,White,Cache,Oklahoma,True,attack,Not fleeing,False,-98.603,34.604
2016-04-15,NG,26.0,White,Muncie,Indiana,False,attack,Foot,True,-85.339,40.193
2016-04-16,gun,53.0,White,Antioch,Illinois,False,attack,Not fleeing,False,-88.144,42.473
2016-04-17,gun,35.0,Black,Dayton,Ohio,False,other,Car,False,-84.243,39.742
2016-04-17,unarmed,22.0,White,El Paso,Texas,True,other,Not fleeing,False,-106.554,31.872
2016-04-17,gun,31.0,Black,Vineland,New Jersey,False,attack,Foot,False,-75.022,39.481
2016-04-17,gun,32.0,Black,New York,New York,False,attack,Foot,False,-73.805,40.679
2016-04-17,NG,37.0,Black,Troy,New York,False,attack,Car,False,-73.683,42.74
2016-04-18,gun,28.0,Black,Greenbelt,Maryland,False,attack,Not fleeing,False,-76.901,39.004
2016-04-18,gun,18.0,Black,Mableton,Georgia,False,attack,Not fleeing,False,-84.564,33.798
2016-04-19,gun,41.0,American Native,Charlotte,North Carolina,True,attack,Not fleeing,False,-80.936,35.246
2016-04-19,gun,15.0,Black,St. Louis,Missouri,False,attack,Other,False,-90.219,38.654
2016-04-19,gun,38.0,White,Brooksville,Alabama,False,attack,Car,False,-86.849,34.172
2016-04-20,gun,41.0,White,Homestead,Florida,False,attack,Not fleeing,False,-80.484,25.493
2016-04-20,unknown weapon,52.0,White,Perryville,Arkansas,False,other,Not fleeing,False,-92.795,35.017
2016-04-21,knife,48.0,Hispanic,Everett,Massachusetts,False,other,Not fleeing,False,-71.042,42.403
2016-04-22,knife,29.0,White,Austin,Texas,True,attack,Not fleeing,False,-97.837,30.221
2016-04-22,knife,51.0,White,Berne,New York,True,attack,Not fleeing,False,-74.183,42.589
2016-04-23,NG,21.0,Black,Fort Pierce,Florida,False,attack,Car,False,-80.344,27.457
2016-04-23,gun,24.0,White,Chandler,Arizona,True,attack,Not fleeing,False,-111.841,33.254
2016-04-23,gun,18.0,White,Antigo,Wisconsin,False,attack,Not fleeing,False,-89.152,45.14
2016-04-23,gun,30.0,White,Norfolk,Virginia,True,attack,Not fleeing,False,-76.278,36.86
2016-04-23,NG,33.0,Black,Fayetteville,Arkansas,False,other,Car,True,-94.153,36.098
2016-04-25,gun,60.0,White,East Flat Rock,North Carolina,True,attack,Not fleeing,False,-82.418,35.285
2016-04-26,gun,28.0,White,Lakewood,Colorado,False,attack,Foot,False,-105.082,39.724
2016-04-26,gun,26.0,Black,Chesapeake,Virginia,True,attack,Not fleeing,True,-76.233,36.817
2016-04-26,gun,24.0,White,Albuquerque,New Mexico,True,attack,Car,False,-106.527,35.146
2016-04-26,gun,44.0,White,Kingsbury,Texas,False,other,Other,False,-97.823,29.649
2016-04-27,sharp object,34.0,American Native,Atlanta,Georgia,False,other,Not fleeing,False,-84.268,33.854
2016-04-27,gun,21.0,White,Westminster,Colorado,False,attack,Not fleeing,False,-105.044,39.829
2016-04-27,gun,36.0,White,Milcreek,Utah,False,attack,Not fleeing,False,-111.872,40.678
2016-04-28,knife,37.0,Black,Miami,Florida,False,attack,Not fleeing,False,-80.206,25.776
2016-04-28,gun,53.0,White,Boise,Idaho,True,attack,Not fleeing,True,-116.316,43.553
2016-04-28,NG,24.0,Black,Houston,Texas,False,other,Car,False,-95.186,29.843
2016-04-28,knife,45.0,White,Spokane,Washington,True,other,Not fleeing,True,-117.412,47.656
2016-04-29,NG,48.0,White,Jackson,Missouri,False,attack,Car,False,-90.185,32.299
2016-04-30,knife,42.0,White,Wausau,Wisconsin,False,other,Not fleeing,False,-89.62,44.979
2016-04-30,knife,33.0,White,Spanish Fork,Utah,False,other,Foot,False,-111.655,40.115
2016-04-30,NG,55.0,White,Florence,Arizona,False,attack,Car,False,-111.387,33.031
2016-04-30,knife,28.0,American Native,Los Angeles,California,False,other,Not fleeing,True,-118.472,34.228
2016-05-01,toy gun,25.0,Black,Orlando,Florida,False,attack,Not fleeing,False,-81.402,28.536
2016-05-01,gun,28.0,White,Alamo,Tennessee,True,other,Not fleeing,False,-89.128,35.851
2016-05-02,gun,52.0,Black,Greenville,South Carolina,False,attack,Not fleeing,False,-82.336,34.902
2016-05-03,knife,59.0,White,Visalia,California,False,other,Not fleeing,False,-119.264,36.343
2016-05-04,NG,52.0,White,Philadelphia,Pennsylvania,False,other,Not fleeing,False,-75.25,39.988
2016-05-04,gun,39.0,White,Burien,Washington,False,attack,Car,False,-122.361,47.494
2016-05-04,knife,18.0,Black,Temecula,California,False,other,Not fleeing,False,-117.09,33.478
2016-05-04,NG,40.0,White,Buffalo,Missouri,False,attack,Not fleeing,False,-78.876,42.928
2016-05-05,NG,36.0,White,Gretna,Louisiana,False,attack,Car,False,-90.05,29.914
2016-05-05,gun,38.0,Black,Milwaukee,Wisconsin,False,attack,Foot,True,-88.006,43.134
2016-05-05,gun,26.0,Black,Orlando,Florida,False,attack,Not fleeing,False,-81.442,28.551
2016-05-06,gun,35.0,Black,Weirton,West Virginia,True,other,Not fleeing,False,-80.537,40.41
2016-05-07,gun,29.0,White,Lake Stevens,Washington,True,other,Not fleeing,False,-122.065,48.048
2016-05-07,gun,37.0,Black,St. Petersburg,Florida,False,attack,Other,False,-82.663,27.75
2016-05-07,knife,29.0,NG,Presque Isle,Maine,False,other,Not fleeing,False,-68.014,46.686
2016-05-08,toy gun,21.0,Black,Long Beach,California,False,other,Not fleeing,False,-118.191,33.795
2016-05-09,gun,33.0,Black,St. Paul,Minnesota,False,attack,Not fleeing,False,-93.096,44.964
2016-05-09,unarmed,23.0,White,St. Martin,Mississippi,False,attack,Not fleeing,False,-88.844,30.458
2016-05-09,gun,26.0,White,Chicago,Illinois,False,other,Foot,False,-87.726,41.804
2016-05-09,gun,59.0,NG,Hog Valley,Florida,False,attack,Not fleeing,False,-81.516,27.665
2016-05-09,gun,29.0,White,Nacogdoches,Texas,True,attack,Other,False,-94.64,31.622
2016-05-09,toy gun,33.0,Black,El Paso,Texas,False,other,Not fleeing,False,-106.418,31.929
2016-05-10,knife,28.0,Black,Taunton,Massachusetts,True,attack,Not fleeing,False,-71.051,41.863
2016-05-11,gun,35.0,White,Aurora,Colorado,False,attack,Car,False,-104.725,39.719
2016-05-11,NG,33.0,American Native,San Diego,California,False,other,Car,True,-117.056,32.705
2016-05-11,gun,24.0,Black,Greeley,Colorado,False,attack,Car,False,-104.691,40.385
2016-05-11,gun,35.0,White,Byng,Oklahoma,True,attack,Car,False,-96.666,34.861
2016-05-13,gun,28.0,Hispanic,Boyle Heights,California,False,attack,Not fleeing,True,-118.202,34.026
2016-05-14,knife,19.0,White,Jacksonsville,Florida,True,other,Not fleeing,False,-81.653,30.331
2016-05-14,gun,43.0,Not Hispanic,Phoenix,Arizona,False,attack,Not fleeing,True,-112.139,33.466
2016-05-14,gun,59.0,White,Osteen,Florida,False,attack,Not fleeing,False,-81.134,28.9
2016-05-14,gun,34.0,White,Stockbridge,Georgia,True,other,Not fleeing,False,-84.191,33.591
2016-05-15,gun,35.0,White,Shawnee National Forest,Illinois,False,attack,Foot,False,-88.4,37.547
2016-05-16,gun,23.0,Black,Riverdale,Georgia,False,attack,Foot,False,-84.449,33.58
2016-05-17,sharp object,36.0,White,Siskiyou County,California,True,other,Not fleeing,False,-121.48,41.961
2016-05-18,knife,46.0,White,New York,New York,True,other,Not fleeing,False,-73.987,40.762
2016-05-18,gun,44.0,White,Sullivan,Missouri,False,attack,Other,False,-91.181,38.199
2016-05-18,gun,20.0,Hispanic,Phoenix,Arizona,False,attack,Not fleeing,False,-111.978,33.378
2016-05-19,unarmed,30.0,Hispanic,Las Vegas,Nevada,False,attack,Not fleeing,False,-115.124,36.199
2016-05-19,unarmed,29.0,Black,San Francisco,California,False,other,Car,False,-122.431,37.732
2016-05-19,knife,35.0,Hispanic,Citrus Heights,California,False,other,Not fleeing,True,-121.276,38.674
2016-05-19,gun,36.0,White,Fisty,Kentucky,False,attack,Not fleeing,False,-83.101,37.335
2016-05-19,gun,22.0,Black,Miami,Florida,False,other,Not fleeing,False,-80.23,25.844
2016-05-20,knife,31.0,Black,Omaha,Nebraska,False,other,Foot,True,-96.173,41.292
2016-05-21,gun,63.0,White,Chesterfield County,South Carolina,False,attack,Not fleeing,False,-112.152,-112.152
2016-05-21,unarmed,38.0,White,Oregon City,Oregon,True,attack,Not fleeing,False,-122.615,45.351
2016-05-21,gun,31.0,Not Hispanic,Flagstaff,Arizona,True,attack,Not fleeing,True,-112.152,-112.152
2016-05-22,unarmed,27.0,Black,Hallandale Beach,Florida,False,other,Car,True,-80.125,25.981
2016-05-22,gun,35.0,Hispanic,Oxford,Massachusetts,False,attack,Not fleeing,False,-112.152,-112.152
2016-05-22,unarmed,22.0,Black,Jacksonville,Florida,False,other,Car,False,-81.853,30.234
2016-05-22,gun,28.0,White,Boulder,Colorado,True,attack,Not fleeing,False,-105.282,40.027
2016-05-23,gun,26.0,Not Hispanic,Flagstaff,Arizona,False,attack,Foot,True,-111.655,35.198
2016-05-24,knife,22.0,White,Gresham,Oregon,False,other,Not fleeing,False,-122.469,45.507
2016-05-24,Taser,57.0,NG,Harrisonville,Missouri,False,other,Car,False,-94.362,38.646
2016-05-24,gun,31.0,Hispanic,Albuquerque,New Mexico,False,attack,Not fleeing,False,-106.51,35.069
2016-05-25,knife,43.0,White,Oklahoma City,Oklahoma,True,other,Not fleeing,False,-97.53,35.466
2016-05-25,NG,24.0,Black,Miami Gardens,Florida,False,other,Car,False,-80.241,25.934
2016-05-26,gun,29.0,White,St. Paul,Minnesota,False,attack,Not fleeing,False,-93.012,44.963
2016-05-26,gun,43.0,White,Lansing,Illinois,False,attack,Foot,False,-87.559,41.586
2016-05-26,gun,35.0,NG,San Antonio,Texas,False,other,Not fleeing,False,-98.65,29.418
2016-05-26,NG,21.0,Black,Washington Park,Illinois,False,undetermined,Foot,False,-90.097,38.632
2016-05-26,gun,19.0,Hispanic,Solvang,California,False,attack,Car,False,-112.152,-112.152
2016-05-26,knife,48.0,White,Sneads,Florida,False,other,Not fleeing,False,-84.941,30.708
2016-05-26,gun,25.0,Hispanic,Socorro,New Mexico,False,attack,Car,False,-106.892,34.058
2016-05-27,gun,59.0,White,Indianapolis,Indiana,False,attack,Not fleeing,False,-86.16,39.727
2016-05-28,gun,50.0,Black,Eastaboga,Alabama,False,attack,Not fleeing,False,-86.019,33.607
2016-05-28,gun,58.0,White,Albuquerque,New Mexico,False,attack,Not fleeing,True,-106.601,35.128
2016-05-29,gun,25.0,Hispanic,Houston,Texas,True,attack,Not fleeing,False,-95.573,29.774
2016-05-29,knife,32.0,White,Deland,Florida,False,other,Not fleeing,False,-81.3,28.978
2016-05-29,gun,53.0,White,Clinton,North Carolina,False,attack,Not fleeing,True,-78.323,34.998
2016-05-29,unarmed,38.0,White,Stoneville,North Carolina,False,other,Car,False,-79.907,36.467
2016-05-30,gun,70.0,White,Tualatin,Oregon,False,attack,Not fleeing,False,-122.776,45.389
2016-05-30,gun,33.0,Black,Tucson,Arizona,False,attack,Not fleeing,False,-110.901,32.24
2016-05-31,knife,36.0,White,Bend,Oregon,False,other,Not fleeing,False,-121.342,43.968
2016-06-01,gun,35.0,NG,Phoenix,Arizona,False,attack,Not fleeing,False,-112.221,33.466
2016-06-01,gun,21.0,Black,Newnan,Georgia,False,attack,Foot,True,-112.152,-112.152
2016-06-01,gun,51.0,White,Berea,Kentucky,False,attack,Foot,False,-84.201,37.604
2016-06-02,knife,43.0,Black,Norfolk,Virginia,True,other,Not fleeing,True,-76.282,36.848
2016-06-02,gun,18.0,Black,Charlotte,North Carolina,False,other,Not fleeing,True,-80.757,35.291
2016-06-03,knife,33.0,White,Wasilla,Alaska,False,other,Not fleeing,False,-149.439,61.581
2016-06-03,knife,34.0,Not Hispanic,Parker,Arizona,False,other,Not fleeing,False,-112.139,33.863
2016-06-04,NG,31.0,White,Yreka,California,False,attack,Not fleeing,False,-122.634,41.735
2016-06-04,gun,35.0,Black,Eufaula,Alabama,False,attack,Other,True,-112.152,-112.152
2016-06-04,knife,31.0,White,Muncie,Indiana,True,other,Not fleeing,True,-85.401,40.173
2016-06-05,gun,31.0,White,Cape Coral,Florida,False,other,Car,False,-81.991,26.556
2016-06-06,gun,23.0,Black,Columbus,Ohio,False,attack,Not fleeing,False,-82.977,40.009
2016-06-06,knife,25.0,NG,Hilo,Hawaii,False,other,Not fleeing,False,-155.066,19.685
2016-06-07,unarmed,25.0,White,Wagoner,Oklahoma,False,other,Car,True,-95.384,35.947
2016-06-07,vehicle,21.0,Hispanic,Turlock,California,False,other,Not fleeing,False,-120.874,37.493
2016-06-07,gun,49.0,Black,Norman,Virginia,False,other,Not fleeing,False,-78.657,37.432
2016-06-07,gun,63.0,White,Stockbridge,Georgia,False,attack,Not fleeing,False,-84.19,33.593
2016-06-08,gun,43.0,Hispanic,Kansas City,Missouri,False,attack,Not fleeing,False,-94.548,39.062
2016-06-09,gun,34.0,White,Birmingham,Alabama,False,attack,Car,False,-86.788,33.515
2016-06-09,gun,38.0,White,York,Pennsylvania,False,attack,NG,False,-76.708,39.972
2016-06-09,gun,52.0,Black,Port Arthur,Texas,False,other,Foot,False,-93.986,29.955
2016-06-09,gun,68.0,White,Ishpeming Township,Michigan,True,attack,Not fleeing,True,-87.688,46.609
2016-06-09,deadly blunt objects,35.0,NG,Somerton,Arizona,False,attack,Not fleeing,False,-112.152,-112.152
2016-06-10,deadly blunt objects,29.0,White,Iredell County,North Carolina,False,other,Not fleeing,False,-80.935,35.966
2016-06-10,gun,32.0,Hispanic,Pueblo,Colorado,False,attack,Foot,False,-104.645,38.295
2016-06-10,gun,50.0,Hispanic,Yakima,Washington,False,attack,Not fleeing,True,-120.599,46.567
2016-06-10,gun,31.0,Black,Los Angeles,California,False,attack,Not fleeing,False,-118.333,33.989
2016-06-11,gun,27.0,Black,Tupelo,Mississippi,False,attack,Car,False,-88.737,34.252
2016-06-11,miscellaneous lethal weapons,31.0,Hispanic,Maywood,California,False,other,Not fleeing,False,-118.193,33.994
2016-06-12,gun,29.0,NG,Orlando,Florida,True,attack,Not fleeing,True,-81.377,28.52
2016-06-12,knife,23.0,White,Eagle Mountain,Utah,True,other,Not fleeing,False,-112.001,40.314
2016-06-12,gun,61.0,Black,Hiseville,Kentucky,False,attack,Car,False,-85.821,37.095
2016-06-13,gun,33.0,White,Schenectady,New York,False,attack,Not fleeing,False,-73.954,42.802
2016-06-13,gun,18.0,Black,Mobile,Alabama,False,other,Not fleeing,False,-88.096,30.706
2016-06-13,gun,80.0,Hispanic,Tiverton,Rhode Island,False,attack,Car,False,-71.199,41.656
2016-06-13,NG,43.0,White,Vancouver,Washington,False,other,Car,False,-122.661,45.639
2016-06-14,NG,50.0,Hispanic,Boise,Idaho,False,other,Car,True,-116.289,43.647
2016-06-14,gun,47.0,White,Odessa,Missouri,False,attack,Not fleeing,False,-93.954,38.999
2016-06-14,gun,54.0,NG,Amarillo,Texas,False,attack,Not fleeing,False,-101.863,35.17
2016-06-14,NG,22.0,Hispanic,Chula Vista,California,False,attack,Not fleeing,False,-116.961,32.662
2016-06-15,NG,43.0,White,Tulsa,Oklahoma,False,attack,Car,False,-95.933,36.177
2016-06-15,gun,38.0,White,Pembine,Wisconsin,True,attack,Car,False,-112.152,-112.152
2016-06-16,gun,36.0,White,Butte,Montana,False,attack,Not fleeing,True,-112.546,46.007
2016-06-16,NG,30.0,Hispanic,Westminster,Colorado,False,attack,Car,False,-105.054,39.852
2016-06-16,gun,59.0,White,Montpelier,Ohio,True,other,Not fleeing,False,-84.689,41.64
2016-06-16,gun,21.0,Hispanic,Albuquerque,New Mexico,False,attack,Car,False,-112.152,-112.152
2016-06-18,toy gun,34.0,White,Huntsville,Alabama,False,attack,Not fleeing,True,-86.627,34.736
2016-06-18,NG,17.0,White,Carmichael,California,False,other,Car,False,-121.333,38.634
2016-06-18,unarmed,37.0,Black,Tupelo,Mississippi,False,attack,Foot,False,-88.72,34.245
2016-06-19,gun,25.0,Black,New York,New York,False,attack,Not fleeing,False,-73.866,40.817
2016-06-19,gun,30.0,NG,Fort Walton Beach,Florida,False,other,Not fleeing,False,-86.625,30.421
2016-06-20,gun,23.0,Black,Hardeeville,South Carolina,False,attack,Not fleeing,False,-81.082,32.283
2016-06-20,knife,20.0,White,Lake Havasu City,Arizona,False,other,Not fleeing,True,-114.324,34.494
2016-06-21,toy gun,19.0,White,Peterborough,New Hampshire,True,attack,Car,False,-71.917,42.922
2016-06-21,gun,50.0,White,Casper,Wyoming,True,attack,Not fleeing,False,-106.305,42.85
2016-06-21,miscellaneous non-lethal objects,24.0,Hispanic,Lawndale,North Carolina,True,attack,Not fleeing,False,-81.473,35.429
2016-06-22,gun,25.0,White,Colorado Springs,Colorado,False,attack,Not fleeing,False,-104.767,38.795
2016-06-22,NG,20.0,Black,Birmingham,Alabama,False,attack,Car,False,-86.721,33.534
2016-06-22,knife,37.0,Hispanic,Wellington,Florida,False,other,Not fleeing,False,-80.265,26.663
2016-06-22,gun,44.0,Black,Walls,Mississippi,False,attack,Foot,False,-90.096,34.962
2016-06-22,unarmed,22.0,Black,Atlanta,Georgia,False,undetermined,Other,True,-84.37,33.811
2016-06-22,gun,31.0,White,Bellville,Texas,False,attack,Not fleeing,True,-96.198,29.917
2016-06-23,gun,25.0,Black,Wauwatosa,Wisconsin,False,other,Not fleeing,True,-88.038,43.101
2016-06-23,gun,35.0,Black,Belleville,Illinois,False,attack,Foot,False,-90.008,38.547
2016-06-23,gun,29.0,NG,Hanover,New Mexico,False,undetermined,Not fleeing,False,-108.064,32.873
2016-06-24,gun,36.0,Black,Paterson,New Jersey,False,attack,Not fleeing,False,-74.164,40.911
2016-06-24,gun,50.0,White,Farmington,Arkansas,False,attack,Not fleeing,False,-94.235,36.041
2016-06-24,gun,42.0,White,Fulshear,Texas,True,attack,Not fleeing,False,-95.9,29.693
2016-06-24,gun,42.0,Hispanic,Oklahoma City,Oklahoma,True,other,Other,False,-97.493,35.338
2016-06-24,gun,26.0,Hispanic,Riverview,Florida,False,attack,Not fleeing,False,-82.347,27.888
2016-06-25,unarmed,19.0,White,Fresno,California,True,other,Car,True,-119.673,36.779
2016-06-25,gun,59.0,White,Pinellas Park,Florida,False,attack,Not fleeing,False,-82.71,27.86
2016-06-25,unarmed,36.0,Hispanic,Gainesville,Georgia,False,attack,Other,False,-112.152,-112.152
2016-06-26,deadly blunt objects,51.0,White,Columbia Township,Michigan,True,attack,Not fleeing,False,-84.326,42.148
2016-06-26,knife,27.0,Hispanic,Thomaston,Connecticut,False,other,Not fleeing,False,-73.084,41.693
2016-06-26,gun,22.0,Black,Lincoln,Nebraska,False,attack,Foot,False,-112.152,-112.152
